Nazwa pytania,Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Źródło pytania,O co chcemy zapytać,Jaki ma związek z bezpieczeństwem,Status,Podmiot
W9(143),7450,Czy masz obowiązek stosowania się do poleceń i sygnałów dawanych przez osobę wykonującą roboty na drodze na zlecenie zarządcy drogi?,,,,T,30079_2.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W9,Art. 5 ust. 1 i art. 6 ust. 1 pkt. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Osoby uprawnione do kierowania ruchem,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(72),7451,Jakiej barwy chorągiewką wolno Ci oznaczyć ładunek wystający z tyłu samochodu osobowego?,Zieloną.,Żółtą.,Czerwoną.,C,,SPECJALISTYCZNY,2,B,B7,Art. 61 ust.  9 pkt. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad przewozu ładunków,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(73),7452,Jakiej wielkości nie ma prawa przekroczyć rzeczywista masa całkowita przyczepy ciągniętej przez samochód osobowy?,Masy własnej samochodu.,Rzeczywistej masy całkowitej samochodu.,Rzeczywistej masy całkowitej samochodu pomniejszonej o 40%.,B,,SPECJALISTYCZNY,2,"B,B1",B7,Art. 62 ust. 1 pkt. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad przewozu ładunków,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W10(175),7453,"Czy w tej sytuacji widoczny po prawej stronie jezdni zaparkowany pojazd, nieoznakowany kartą parkingową, podlega usunięciu z drogi na koszt jego właściciela?",,,,T,30110_2.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W10,Art. 130a ust. 1 pkt. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość sytuacji w których możliwe jest odholowanie pojazdu na koszt właściciela,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(74),7454,Na której z tych dróg nie masz prawa holować samochodem osobowym innego pojazdu?,Na autostradzie.,Na drodze ekspresowej.,W strefie zamieszkania.,A,,SPECJALISTYCZNY,2,B,B7,Art. 31 ust. 2 pkt. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad przewozu ładunków,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B1(74),7455,"Z jaką maksymalną dopuszczalną prędkością wolno Ci jechać po drodze za tym znakiem, jeśli holujesz inny samochód osobowy?","30 km/h,","50 km/h,",60 km/h.,A,30132_2.jpg,SPECJALISTYCZNY,3,B,B1,"Art. 31 ust. 1 pkt 1 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) oraz § 58 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",Znajomość prędkości dozwolonych podczas holowania,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B4(53),7457,W jakich warunkach drogowych dozwolone jest używanie łańcuchów przeciwślizgowych?,"Gdy kierujesz pojazdem w okresie od początku grudnia do końca lutego, niezależnie od tego, czy droga jest pokryta śniegiem.","Gdy temperatura powietrza jest mniejsza niż 0 stopni Celsjusza, niezależnie od tego, czy droga jest pokryta śniegiem.",Gdy droga jest pokryta śniegiem.,C,,SPECJALISTYCZNY,3,"B,B1",B4,Art. 60 ust. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania łańcuchów przeciwślizgowych,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B3(57),7458,Czy leżące na jezdni liście mogą mieć wpływ na długość drogi zatrzymania pojazdu?,"Tak, bo mogą skrócić drogę hamowania.","Tak, bo mogą wydłużyć drogę hamowania.",Nie wpływają na długość drogi hamowania.,B,30007.jpg,SPECJALISTYCZNY,3,"B,B1",B3,"§ 1 pkt 1 lit. b i f orz pkt 2 lit. c i e-g, a także cz. II poz. 2.1.2 temat 4 ""SZCZEGÓŁOWEGO PROGRAMU SZKLENIA OSÓB UBIEGAJĄCYCH SIĘ O UPRAWNIENIA DO KIEROWANIA MOTOROWEREM, POJAZDAMI SILNIKOWYMI LUB TRAMWAJEM"", stanowiącego załącznik nr 1 do rozporządzenia Ministra Transportu, Budownictwa i Gospodarki Morskiej z dnia 14 września 2012 r. w sprawie szkolenia osób ubiegających się o uprawnienia do kierowania pojazdami, instruktorów i egzaminatorów (Dz. U. poz. 1019, z późn. zm.) oraz Bezpieczeństwo samochodów i ruchu drogowego (wyd. 2 / 2004) Jerzy Wicher",Znajomość wpływu zanieczyszczeń jezdni na drogę hamowania,Podstawowa wiedza na temat zachowania pojazdu w różnych warunkach jest niezbędna dla jego bezpiecznej eksploatacji,Gotowe ostatecznie,e-kierowca
W14(59),7459,"Czy masz prawo włączyć światła awaryjne, gdy kierujesz holowanym pojazdem?",,,,N,30020.jpg,PODSTAWOWY,1,"B,C,D,T,B1,C1,D1",W14,Art. 31 ust. 1 pkt 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad oznaczania pojazdu holowanego,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B4(54),7461,W jakich warunkach droga hamowania jest najdłuższa?,Na drodze suchej.,Na drodze mokrej.,Na drodze oblodzonej.,C,,SPECJALISTYCZNY,3,"B,B1",B4,Znajomość elementów obowiązkowego wyposażenia pojazdu,Znajomość wiedzy z zakresu hamowania.,Braki,Gotowe ostatecznie,e-kierowca
W15(263),7462,"Czy po zaparkowaniu pojazdu wolno Ci oddalić się od niego, gdy ma włączony silnik?",,,,N,30040.jpg,SPECJALISTYCZNY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W15,Art. 60 ust. 2 pkt. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zakazu pozostawiania pojazdu z uruchomionym silnikiem,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B2(42),7463,Jaką funkcję w pojeździe spełnia system przeciwblokujący ABS?,Zapobiega poślizgowi kół podczas ruszania.,Umożliwia zachowanie kontroli nad pojazdem podczas gwałtownego hamowania.,Zawsze skraca drogę hamowania.,B,,SPECJALISTYCZNY,3,"B,B1",B2,"Superkierowca. Jak jeździć bezpiecznie w każdych warunkach, Paul Ripley, 2 Warszawa 2007",Znajomość zasad wykorzystania systemu ABS,Podstawowa wiedza na temat pojazdu jest niezbędna dla jego bezpiecznej eksploatacji,Gotowe ostatecznie,e-kierowca
W14(60),7464,Czy w tych warunkach atmosferycznych masz prawo używać jednocześnie świateł mijania i przeciwmgłowych przednich?,,,,T,30046.jpg,PODSTAWOWY,1,"B,C,D,B1,C1,D1",W14,Art. 30 ust. 1 pkt. 1 lit. a Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania śiwateł zewnętrznych pojazdu,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W15(264),7465,Czy masz obowiązek zabezpieczyć przed stoczeniem się pojazd zaparkowany na wzniesieniu?,,,,T,,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W15,Art. 46 ust. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość obowiązku zabezpieczenia pojazdu w czasie postoju,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(61),7466,Czy w tych warunkach atmosferycznych masz prawo jechać z włączonymi światłami do jazdy dziennej?,,,,N,30065.jpg,PODSTAWOWY,1,"B,C,D,B1,C1,D1",W14,Art. 30 ust. 1 pkt 1 lit. a i 51 ust. 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania śiwateł zewnętrznych pojazdu,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(54),7467,"Czy w tej sytuacji, znajdując się w strefie ruchu, masz obowiązek ustąpić pierwszeństwa pieszym?",,,,T,30066.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art. 26 ust. 4 i 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),"Znajomość okoliczności, w których przepisy nakazują kierującemu ustąpić pierwszeństwa pieszemu",Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(139),7468,Czy w tej sytuacji wolno Ci zawrócić bezpośrednio za pierwszym znakiem informacyjnym?,,,,N,30082.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art. 22 ust. 6 pkt. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zakazu zawracania na drodze jednokierunkowej,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(62),7469,Czy w tej sytuacji masz prawo używać świateł drogowych?,,,,N,4002_2.mp4,PODSTAWOWY,1,"A,B,C,D,A1,A2,B1,C1,D1",W14,Art. 51 ust. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad korzystania ze świateł drogowych,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(63),7470,Czy w tej sytuacji masz obowiązek używać świateł mijania?,,,,T,4099_2.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W14,Art. 51 ust. 1 i 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad korzystania ze świateł mijania,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(64),7471,"Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, aby nakłonić kierującego pojazdem jadącym przed Tobą do szybszego opuszczenia skrzyżowania?",,,,N,30116_2.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W14,Art. 29 ust. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania sygnału dźwiękowego,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
A7(69),7509,Czy dozwolone jest przewożenie pasażera znajdującego się w stanie nietrzeźwości?,"Tak, na tylnym siedzeniu motocykla.","Tak, ale tylko w przyczepie ciągniętej przez motocykl.","Tak, w bocznym wózku.",C,,SPECJALISTYCZNY,2,"A,A1,A2",A7,Art. 45 ust. 2 pkt. 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady przewozu osób,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
A7(70),7510,Zamierzasz holować motocyklem inny motocykl. W jaki sposób oba pojazdy powinny być ze sobą połączone?,"Połączeniem giętkim, w sposób wykluczający możliwość odczepienia.","Połączeniem giętkim, w sposób umożliwiający łatwe odczepienie.",Połączeniem sztywnym.,B,,SPECJALISTYCZNY,2,"A,A1,A2",A7,Art. 31 ust. 1 pkt. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad holowania,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
A7(71),7511,Jakiej wielkości nie ma prawa przekraczać rzeczywista masa całkowita przyczepy ciągniętej przez motocykl?,"Masy własnej motocykla, jednak nie może być większa niż 100 kg.",Rzeczywistej masy całkowitej motocykla.,Rzeczywistej masy całkowitej motocykla pomniejszonej o 40%.,A,,SPECJALISTYCZNY,2,"A,A1,A2",A7,Art. 62 ust. 1 pkt. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad ciagnięcia przyczep.,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(77),7512,Jak masz obowiązek oznakować holowany samochód osobowy?,Włączyć światła awaryjne.,Umieścić z tyłu po lewej stronie ostrzegawczy trójkąt odblaskowy.,Włączyć tylne światło przeciwmgłowe.,B,,SPECJALISTYCZNY,2,"B,B1",B7,Art. 62 ust. 1 pkt. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad holowania pojazdów.,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B8(40),7513,"Czy jako właściciel pojazdu masz obowiązek wskazać na żądanie uprawnionego organu, komu powierzyłeś pojazd do kierowania lub używania w określonym czasie?","Tak, chyba że jest to pojazd wykorzystywany do prowadzenia działalności gospodarczej.","Tak, chyba że pojazd został użyty wbrew Twojej woli i wiedzy przez nieznaną osobę, czemu nie mogłeś zapobiec.",Nie mam takiego obowiązku.,B,,SPECJALISTYCZNY,1,"B,B1",B8,Art. 78 ust. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość obowiązku wskazania osoby kierującej pojazdem,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B8(42),7515,"Czy wolno Ci kierować pojazdem, którego tablica rejestracyjna jest niewidoczna?","Tak, bez żadnych ograniczeń.","Tak, gdy tablica jest przesłonięta przez wystający ładunek.","Nie, jest to zabronione.",C,,SPECJALISTYCZNY,1,"B,B1",B8,art. 60 ust. 1 pkt 2) i 3) ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),Znajomość zasad oznaczenia pojazdów,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B8(43),7516,"Czy wolno Ci nakleić na pojeździe znak określający inne państwo niż to, w którym pojazd został zarejestrowany?","Tak, bez żadnych ograniczeń.","Tak, ale pod warunkiem, że pojazd posiada tablicę rejestracyjną z oznaczeniem „PL”.","Nie, jest to zabronione.",C,,SPECJALISTYCZNY,1,"B,B1",B8,art. 60 ust. 1 pkt 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),"Znajomość zakazu umieszczania na pojeździe znaku określającego inne państwo niż to, w którym pojazd został zarejestrowany.",Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B9(70),7517,Widoczna niebieska lampka kontrolna informuje Cię o włączeniu świateł:,pozycyjnych.,mijania.,drogowych.,C,30000.jpg,SPECJALISTYCZNY,1,"B,B1",B9,Norma ISO 2575:2010,Znajomość podstawowych wskazań na desce rozdzielczej samochodu,Podstawowa wiedza na temat pojazdu jest niezbędna dla jego bezpiecznej eksploatacji,Gotowe ostatecznie,e-kierowca
B9(71),7518,"Co należy sprawdzić, gdy lampka kontrolna kierunkowskazów zaczęła migać dużo szybciej?",Napięcie akumulatora.,Sprawność bezpieczników.,Sprawność żarówek kierunkowskazów.,C,,SPECJALISTYCZNY,1,"B,B1",B9,"§ 1 pkt 1 lit. f orz pkt 2 lit. a i k, a także cz. II poz. 2.3.4 temat 5 i 6 ""SZCZEGÓŁOWEGO PROGRAMU SZKLENIA OSÓB UBIEGAJĄCYCH SIĘ O UPRAWNIENIA DO KIEROWANIA MOTOROWEREM, POJAZDAMI SILNIKOWYMI LUB TRAMWAJEM"", stanowiącego załącznik nr 1 do rozporządzenia Ministra Transportu, Budownictwa i Gospodarki Morskiej z dnia 14 września 2012 r. w sprawie szkolenia osób ubiegających się o uprawnienia do kierowania pojazdami, instruktorów i egzaminatorów (Dz. U. poz. 1019, z późn. zm.)",Umiejętność rozpoznania objawów uszkodzenia żarówki kierunkowskazu,Podstawowa wiedza na temat pojazdu jest niezbędna dla jego bezpiecznej eksploatacji,Gotowe ostatecznie,e-kierowca
B9(72),7519,Kiedy należy sprawdzać poziom oleju w silniku?,Przy uruchomionym silniku.,Natychmiast po unieruchomieniu silnika.,Przed uruchomieniem zimnego silnika albo co najmniej po kilku minutach po jego wyłączeniu.,C,,SPECJALISTYCZNY,1,"B,B1",B9,http://www.auto-swiat.pl/eksploatacja/wszystko-o-sprawdzaniu-poziomu-oleju-w-silniku/f05nc,Znajomość zasad prawidłowego sprawdzania poziomu oleju,Podstawowa wiedza na temat pojazdu jest niezbędna dla jego bezpiecznej eksploatacji,Gotowe ostatecznie,e-kierowca
C1(29),7520,"Z jaką dopuszczalną prędkością wolno Ci poruszać się po drodze za widocznym znakiem, jeśli kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej przekraczającej 3,5 t?",80 km/h.,100 km/h.,120 km/h.,A,30028_2.jpg,SPECJALISTYCZNY,3,"C,C1",C1,"Art. 20 ust. 3 pkt 2 lit. a ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) w związku z § 48 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.).",Znajomość obowiązujących ograniczeń prędkości,Niestosowanie ustawowych ograniczeń prędkości zwiększa ryzyko wypadku i jego potencjalne skutki,Gotowe ostatecznie,e-kierowca
C1(30),7521,"Kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej powyżej 3,5 t poza obszarem zabudowanym. Ile wynosi maksymalna dopuszczalna prędkość jazdy za widocznym znakiem zakazu?",70 km/h.,80 km/h.,90 km/h.,B,30064.jpg,SPECJALISTYCZNY,3,"C,C1",C1,Art. 20 ust. 3 pkt. 2 lit. a Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ograniczenia prędkości obowiązującego poza obszarem zabudowanym,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
